關鍵字,回應
綠島庫達潛水社,介紹：\n\n在蔚藍太平洋上，經由黑潮的孕育而生成，由色彩繽紛的珊瑚礁、清澈透光的海水、多采多姿的熱帶魚群所環繞的一座綠色小島——綠島。這美麗海域，同時也孕育出一群被大海魔力所吸引的年輕人。「庫達潛水」就是由熱愛這座島嶼，熱愛潛水的年輕人所成立的。\n\n「庫達」原是綠島一種稀有且特別的海馬名字，從前在水深三米的中寮漁港就能發現牠的蹤跡，但因為開放觀光所帶來的人為破壞，導致庫達海馬一度瀕臨絕種。後來經由我們的努力，終於讓庫達海馬重回港區。為了紀念這段復育背後辛苦的過程，所以我們決定以海馬的名字「庫達」，成立了「庫達潛水」。\n\n我們的夢想是要讓更多熱愛海洋、喜歡潛水的朋友，可以藉由我們的專業教學及帶領，更加認識台灣—原來有一個不輸給國外的美麗小島—綠島。同時希望藉由潛水這項休閒，讓更多人體驗綠島的海底世界，認識孕育我們的這片海洋，並且宣導海洋保育的觀念對我們、對地球的重要性，就跟著我們一起潛進神秘的內太空世界吧！
好朋友潛水中心,介紹：\n\n我們提供免費行程安排諮詢、代訂機車、船票、浮潛、玻璃船、體驗潛水、FunDive等服務。
火燒島潛水度假中心,介紹：\n\nPADI五星教練發展中心「想要我的財寶嗎？想要的話全給你吧！去找吧！我把這所有的財寶都放在那裡了！」\n\n專營綠島潛水、自由潛水、潛水、台灣潛水、教練課程。
台灣潛水 綠島店 Green Island Dive,介紹：\n\n海人一生一定要來不只一次綠島，潛不只一天的水。最好是能待上半月半載，好好感受島上島下的風華絕代。\n\n​追尋這股對綠島玻璃水和豐富生態與地形的迷戀，海人們來到島上，玩耍、旅行、落地生根，成立台灣潛水綠島店，想把最美好的綠島海洋，帶入你的生活中。\n\n​Bring Ocean Into Your Life.\n\n​潛入海洋，潛進綠島。\n\n祝大家都是快樂的魚兒富翁！
浪漫潛水,介紹：\n\n綠島，台灣的天堂島嶼\n\n漫游綠島，潛入太平洋\n\n從鬥陣的浪漫潛水開始\n\n適合初學者的自由潛水課程\n\n循序漸進學習自由潛水技能\n\n屏住一口氣跟我們探索深藍\n\n享受這自由和綠島海洋之美\n\n歡迎各位來綠島浪漫潛水\n\n體驗、取照、Fun dive唷
藍洋潛水訓練中心 Blue Ocean SCUBA Center,介紹：\n\n藍洋潛水是五星潛水教練培訓中心，2013年成立，位於蘭嶼鄉椰油部落，緊鄰開元港旁。提供完善的潛水裝備，舒適的裝備清洗、吊掛設施，讓每個來蘭嶼潛水的遊客，更能妥善照顧個人的潛水器材。\n\n使用德國Bauer空壓機並具備多段過濾的壓縮空氣，確保潛水過程的乾淨氣體，並經由電腦控制的混氣設備，更準確的充填高氧、氦氮氧三合一氣體，讓技術潛水學員能充分的感受深海與身體的包容感，所設計的潛水計畫。\n\n藍利亮教練為SDI、TDI系統的教練訓練官，有 30 年潛水資歷，於2002年開始在蘭嶼從事潛水服務。持續培訓及教育當地青年，潛水員訓練至教練養成培訓從認識海洋到保護海洋，並輔導其進而從事潛水產業。
聯慶愛潛水 Green Island Scuba Diving,介紹：\n\n在地球上70%是由海洋所組成的，想要一起來探索內太空的神秘嗎？我想這一張證照是最適合你的！PADI是國際專業潛水教練協會為世界最大的潛水會員組織，同時也是世界領先的水肺潛水訓練機構。
私家潛水旅宿,介紹：\n\n私家潛水旅宿S+Home位於綠島柴口區，是由綠島海底郵差山姆夫妻所開設。\n\n「S+」就是代表名字字首都為S開頭的夫妻主人呦！\n\n綠島是個夢幻的度假天堂，不需要出國，就可以享有馬爾地夫般的絕美度假勝地 ，綠島更是台灣最多潛點的潛水勝地，每年更是吸引許多潛客來綠島潛旅。\n\n「私家」擁有寧靜悠閒的環境，如果來綠島潛水旅遊，保證你愛上這裡！\n\n順帶一提，私家的兩位主人都是綠島很專業的潛水教練呦！
綠島極光潛水,介紹：\n\n綠島極光與您一同探索美麗太平洋，PADI世界級水肺潛水教學中心、PADI課程經獨立審計師、歐洲水下聯合會和奧地利標準協會認證；本教育系統以漸進式培訓為基礎，分階段向學生潛水員介紹技能、安全相關資訊和當地環境知識，並提供最大量的練習和實際的應用！\n\n潛水課程通過8大國際標準組織(ISO)標準包含五級別潛水員課程，兩級潛水教練及服務提供者與潛水中心。所有PADI課程，從入門級到水肺教練培訓，均受到嚴格的教育標準監控，以在全球範圍內保證一致性和質量！
愛潛客潛水社,介紹：\n\n綠島潛水 — 體驗深潛（一對一教練）、船潛、岸潛、夜潛、導潛、裝備出租、各階級考證照相關教學\n民宿 — 行程推薦、碼頭接送、腳踏車動電車機車出租、提供早餐
海子・Ocean Rover 綠島潛水旅宿,介紹：\n\n提供 PADI 開放水域潛水員課程套裝、有照休閒潛水以及 PADI 高氧空氣潛水員課程，更有提供適合無經驗者的水肺潛水課程！最大的優點是，旅宿的教練們還擁有高質量的潛水拍照技能，想拍出美美的潛水照那可就別錯過這間旅宿了！
"Oceanian 綠島自由潛水背包客棧 Green island,Taiwan",介紹：\n\nLOGO的設計結合了海浪，鯨魚還有海平線上的日出三個意象。\n\n我們的理念是希望讓來到這個地方的人們都能卸下他們的重擔，在這裡享受最純粹的海邊生活，感受大海賦予海人的自由。
海洋之星潛水俱樂部,介紹：\n\n綠島海洋之星潛水俱樂部是一家專業的潛水考證機構，提供各級潛水證照考試及相關課程培訓。憑藉多年的經驗和專業知識，為學員提供安全、高效、全面的教學服務，讓學員在綠島的美麗海底世界中盡情探索，同時獲得專業的潛水技能與證照。
潛。無極 Moji Dive,"介紹：\n\n「潛。無極」 是幾個年輕人一起創建的潛水品牌。我們希望在太平洋的小島(綠島)上，以我們年輕的思維、專業和經驗提供高品質的PADI 課程、導潛。\n\n同時，提供舒適的住宿給我們的學生、客人。「無極」 代表著我們不能畫地為限、固步自封，「潛有限，活無極 Dive Within Limit, Live Limitless」，以有限創做無限的精神，一直發光發熱。\n\n「潛。無極」主教練為韜教練，業界1％的精英、潛水界最高殿堂-PADI 黃金課程總監，連續七年獲得PADI精英教練獎，曾參與TVB <3日2夜>、Youtube <MiHK>、Youtube <Travelloop>、台灣<愛玩客>拍攝工作。韜教練是PADI Course Director、EFR Instructor Trainer曾經在馬爾代夫 Sub-oceanic、香港潛水快線、綠島庫達潛水工作，經驗豐富。"
綠島潛水出租店,介紹：\n\n教練很熱情，並提供了專業的教練以及設備等服務。
島潛。Islands Dive,介紹：\n\n我們是島潛\n\n我們提供多種潛水服務以適合不同潛水程度的你／妳。\n\n想體驗在水裡呼吸到底是什麼感覺嗎？\n\n想一探海底世界的風光，既心動又有點緊張？\n\n建議您先來試試體驗潛水吧！\n\n已有證照的您，旅遊潛水將帶您探索綠島豐富的黑潮珊瑚礁環境；能見度更是台灣其他潛點難以體驗的。綠島也是適合想考取PADI開放水域課程（OW）和進階開放水域潛水課程（AOW）的絕佳去處，更多資訊點擊課程連結就能看到囉。
綠島飛魚潛水,介紹：\n\n提供專業的教練、潛水考照課程、裝備等服務。
Goods dive,介紹：\n\n提供潛水旅遊、體驗潛水、水肺潛水課程、綠島住宿、代訂sup秘境探險機車傳票等服務。
水青潛水旅宿,介紹：\n\n提供體驗潛水、水肺課程、旅遊潛水、綠島住宿、秘境探險等服務。
Diving.come,介紹：\n\n提供體驗潛水Discover Scuba Diving、岸潛&船潛Fun Dive，一起探索海底世界。
夏潛趣潛水中心,介紹：\n\n提供體驗潛水、SDI國際休閒潛水、初階潛水員證照課程等服務。
安全停留潛水中心,介紹：\n\n歡迎光臨，安全停留潛水，綠島！\n\n潛水旅遊生活豐富您我的人生！\n\n旅遊行程規劃，來噢。\n\n快來電、傳臉書訊息告知您的需求。\n\n火燒島真的很，燒。\n\n搶破頭也要來和我們一起擠爆綠島!
綠島-潛很大 Dive La Vie,介紹：\n\n提供專業的體驗潛水、水肺課程、旅遊潛水、潛水裝備等服務。
綠島 樂潛殿,介紹：\n\n提供專業的教練、浮潛、浮潛裝備等服務。
五米的藍潛水工作室,介紹：\n\n哈囉，我們是在綠島的潛水教練。\n\n綠島是一個很優美的海島，2020年我們決定在這裡建立我們的潛水店。\n\n希望想潛水的人來到綠島都可以在我們專業的指導下，探索這片豐富的水世界 來感受我們的海島生活。
綠島野蠻紮實潛水社,介紹：\n\n『紮實訓練，潛的安心、玩得開心』\n\n一直都是野蠻對所有學員的『初心』。\n\n野蠻紮實潛水訓練中心，創立於2015年，坐落於台灣台中市。\n\n發起人黃總教練，一位充滿熱忱的義消人員，在搜救中遇見潛水，為此極感興趣。因而打造「野蠻紮實潛水訓練中心」這家潛店，不僅想培訓更優秀的救援人才造福社會，也想讓熱愛潛水的大家，有個休憩交流的溫馨小屋。
綠島-飛航模室潛水旅宿 Green lsland Airplane mode Hostel,介紹：\n\n提供專業的水肺潛水、自由潛水、背包旅宿、秘境探險等服務。
綠島 海遇潛水,介紹：\n\n兩個教練、一間潛店、一些床位、一些秘境。\n\n等一些朋友來，因海而遇。\n\n我們在離海三分鐘的中寮221號，前面有山、後面有海，騎車5分鐘至南寮市區，沿途經綠島主要熱鬧精華地段，是一個最舒服放鬆的空間，保留你們在小島的另一個家。
勝宏浮潛,介紹：\n\n提供全套裝備及專業級教練帶領遨遊美麗的海底世界。
Hao想潛水,介紹：\n\n如果～你覺得閒來無事。\n\n如果～你覺得心煩氣躁。\n\n如果～你覺得工作疲乏。\n\n如果～你覺得力有未逮。\n\n如果～你覺得口乾舌燥。\n\n如果～你覺得心事重重。\n\n如果～你覺得厭世苦悶。\n\n如果～你覺得停滯不前。\n\n以上綜合起來有超過半項的，那麼快拿起電話聯絡叫練！\n\n叫練知道海裡有些地方可以治癒以上種種症頭。
Koh ocean · 嶼海 綠島自由潛水旅宿,介紹：\n\nKoh ocean是一間結合自由潛水、水肺潛水的工作室，提供自由潛水教學、考照、住宿、行程與各種探索活動。\n\n我們想打造一個海人們能盡情享受大自然美麗與海底自由的地方，既使你生活在都市，也能在這裡有一個溫暖且放鬆的空間。
綠島海灣會館,"介紹：\n\n綠島海灣會館是由3個愛好潛水及自行車暢遊的臺中人所成立的，成立的宗旨是讓所有愛好潛水及騎行者在綠島有1個最優質的休憩環境及最提供最安全，舒適，安心的潛水設施，讓所有愛好潛水的潛客能在海灣得到最放鬆的心境，及最優質的住宿品質。\n\n生命的起源來自海洋，人性的平靜來自深藍,回到生命的起源綠島海灣，體驗無重力極致空無寧靜的內太空，享受生命的最初。"
洄遊潛水Migration Diving,介紹：\n\n擁抱海洋，讓我們帶你一起探索地球71%未知的水下世界。
綠島微風潛水度假中心,介紹：\n\n「綠島微風民宿」曾帶給許多到此遊玩的旅客們很多美好的難忘回憶；為了讓更多的旅人擁有更多美麗的綠島回憶，特別於2013年成立「綠島微風潛水渡假中心」，本店位於綠島著名潛水景點「石郎浮潛區」對面。\n\n我們擁有多位全職的PADI潛水教練，提供一系列的專業潛水課程與國際品牌的潛水裝備，完善的教室及視聽設備、專業的教練、細心規畫的多元課程，讓初學者及符合資格的潛水員能享有全年全天候的教育服務。\n\n就算沒有潛水經驗，您也能在經驗豐富的教練陪同下，安心悠游在蔚藍的綠島海域。我們提供遊客全方位的綠島旅遊服務，除了休閒潛水觀光行程、專業的潛水課程和教練課程，更提供住宿及接送服務。
佈拉咖潛旅,介紹：\n\n提供專業的潛水考證課程、體驗潛水、住宿、綠島秘境等服務。
綠島玉米-潛水住宿Diveholix Homestay,介紹：\n\n提供專業的Padi潛水考證、體驗潛水、有證潛水、綠島潛水旅遊等服務。
海島旅人 Diving Hostel ,介紹：\n\n海島旅人是位於世界聞名海底溫泉的綠島上的熱情潛水店，他們將會帶領你進入這精彩豐富的海底世界，湛藍清澈的海水、繽紛的珊瑚和滿滿的魚群將讓你感受到無比的美妙，他們不僅提供潛水活動，也擁有豐富的人文資產和奇岩峻石，讓你能在陸地上同樣享受海島的獨有魅力。
